player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,year,pid,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,draft_status,yr_num,ht_inches,Playmaker_Usg,Scoring_Gravity,AST_to_USG,Elite_Recruit,Freshman_Star
Wendale Farrow,Eastern Michigan,MAC,29,34.8,88.3,12.5,43.7,44.29,8.9,17.0,6.1,20.4,13,29,0.448,26,59,0.441,1,4,0.25,1.8,1.1,46.0,-0.270164,78.8602,4.1,2009,1882,999.0,0.64704879,17.852039800995026,32.32876712328767,8.147960199004974,26.67123287671233,0.5522029260477276,0.30549619647014026,0.0,0.0,101.847,104.106,1.10734,70.4365,-4.38843,-3.97127,-0.417155,-4.72951,14.5862,-4.09934,-0.630166,1.1034,1.9655,3.069,0.3793,0.2414,0.2414,2.3448,Unknown,0,4.0,79.0,76.25,107.86080000000001,0.4879609631229502,0,0
Solomon Farris,Eastern Michigan,MAC,15,26.1,70.5,25.9,36.7,37.93,5.2,13.9,23.1,30.0,7,12,0.583,22,56,0.393,12,53,0.226,0.3,3.4,11.0,-0.563759,76.4511,2.6,2009,1883,999.0,0.71796159,15.105572139303483,30.684931506849313,6.894427860696517,25.315068493150687,0.4922798063255153,0.2723448235015399,0.0,0.0,98.9486,99.1431,1.95646,59.4509,-5.18473,-4.92481,-0.259914,-4.55759,21.1333,-3.87426,-0.683333,0.9333,2.3333,3.2667,1.8667,1.1333,0.0667,5.8,Unknown,0,2.0,76.0,598.29,63.8,0.8918574572410333,0,0
Brian Richards,Navy,Pat,16,7.6,60.2,16.4,33.3,43.77,8.2,13.8,4.0,48.3,5,6,0.833,4,12,0.333,0,0,0.0,0.0,3.7,50.0,-0.581708,54.7498,6.9,2009,1886,999.0,0.15384615,2.8906312596577575,7.072027134876297,1.1093687403422425,4.927972865123703,0.40874153966440063,0.22511664952408275,0.0,0.0,91.4529,99.0184,0.537,21.1009,-7.91066,-9.15713,1.24647,-8.8736,5.8125,-9.44532,0.571727,0.4375,0.75,1.1875,0.125,0.375,0.0,0.8125,Unknown,0,3.0,81.0,65.6,40.625,0.2438875678312298,0,0
Kaleo Kina,Navy,Pat,30,79.4,96.4,32.0,44.2,49.47,2.5,16.0,29.4,16.8,136,187,0.727,150,315,0.476,35,143,0.245,0.4,2.4,40.8,2.62269,108.056,3.2,2009,1889,40.4,1.21506456,102.99253731343285,172.60273972602738,47.00746268656716,142.39726027397262,0.5967027955460793,0.33011493757762406,0.0,0.0,93.6192,99.2619,2.9773,204.415,1.26465,1.20797,0.0566827,1.93312,32.5667,1.7804,0.152717,0.7333,4.8667,5.6,3.7667,1.3667,0.1333,18.0333,Unknown,0,4.0,76.0,940.8,735.75864,0.9187212899596888,0,0
Adam Teague,Navy,Pat,30,75.1,109.8,16.2,58.4,59.09,3.4,13.5,9.4,15.9,22,33,0.667,40,84,0.476,75,177,0.424,1.8,1.3,12.6,1.79035,101.437,3.9,2009,1890,37.8,0.95235716,28.906312596577575,49.50418994413408,11.093687403422425,34.49581005586592,0.583916485234858,0.32159521360583254,0.0,0.0,96.2955,102.1,2.51991,173.162,1.54609,1.09344,0.452653,1.95567,30.8,1.77755,0.178117,0.9667,3.8667,4.8333,1.3333,0.7,0.5333,10.9,Unknown,0,4.0,80.0,152.28,137.34,0.5802110980803654,0,0
Clif Colbert,Navy,Pat,30,51.0,100.6,17.4,49.6,54.71,10.1,17.4,6.4,21.7,46,61,0.754,61,107,0.57,6,34,0.176,0.5,2.6,43.3,0.734511,94.6481,4.1,2009,1891,7.0,0.45235716,41.88363184079602,58.630136986301366,19.11636815920398,48.369863013698634,0.7143703561631097,0.3952123691933986,0.0,0.0,92.2907,97.8533,2.01038,137.978,-0.836977,-1.41914,0.582162,-1.12606,20.9,-1.34543,0.219369,1.9333,3.4,5.3333,0.6333,0.9667,0.1,6.2,Unknown,0,4.0,76.0,111.36,268.46,0.36779495431297055,1,0
Rashad Gill,UNC Asheville,BSth,1,0.3,0.0,37.5,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.990427,-10.8749,0.0,2009,1893,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.814,117.714,0.0890365,0.246924,-42.1267,-38.5054,-3.62132,-42.2747,3.0,-27.2323,-15.0424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0,2.0,77.0,0.0,0.0,0.0,0,0
Chuka Iloegbu,Coppin St.,MEAC,31,43.9,82.8,17.5,40.0,43.46,3.5,13.0,10.7,23.0,26,42,0.619,32,82,0.39,12,43,0.279,0.2,1.6,33.6,-0.293603,79.4524,4.3,2009,1896,999.0,0.77774909,19.85185185185185,41.0,12.148148148148149,41.0,0.48419150858175247,0.29629629629629634,0.0,0.0,103.901,108.562,1.07969,91.01,-5.91102,-3.78536,-2.12566,-6.15251,17.6452,-4.21042,-1.94209,0.5484,1.9355,2.4839,0.9032,0.4516,0.0323,4.0645,Unknown,0,4.0,75.0,187.25,136.56719999999999,0.6113936346494485,0,0
Chad DeCasas,UC Irvine,BW,30,39.1,89.6,16.7,45.7,47.73,2.1,8.8,10.2,19.9,12,16,0.75,26,67,0.388,18,49,0.367,0.2,0.9,13.8,0.00548015,84.3679,4.1,2009,1900,64.4,0.92007684,17.852039800995026,36.71232876712329,8.147960199004974,30.287671232876715,0.4862682483106854,0.2690190386826608,0.0,0.0,112.216,112.257,0.760147,62.6127,-4.99804,-2.048,-2.95004,-5.74047,15.7667,-2.88718,-2.85328,0.2667,1.0667,1.3333,0.7667,0.2333,0.0333,3.9333,Unknown,0,3.0,77.0,170.33999999999997,54.279540000000004,0.6107418717442069,0,0
Kellen McCoy,Weber St.,BSky,30,78.1,108.7,24.4,58.7,63.81,2.9,10.9,19.0,23.1,110,136,0.809,70,137,0.511,59,133,0.444,0.1,2.5,50.4,3.04848,112.386,2.8,2009,1908,999.0,0.91010213,43.425925925925924,68.5,26.574074074074076,68.5,0.6339551230062178,0.38794268721276026,0.0,0.0,99.2582,98.9346,2.96317,168.592,2.99743,2.85013,0.147299,2.8327,31.6333,2.55234,0.280356,0.6667,2.9333,3.6,2.7,1.3333,0.0333,14.2333,Unknown,0,4.0,66.0,463.59999999999997,717.3583199999999,0.7786566124339166,0,0
James Legan,East Carolina,CUSA,27,78.3,113.8,16.5,54.4,56.89,1.2,12.4,7.8,10.7,38,47,0.809,30,72,0.417,71,179,0.397,0.2,1.5,18.7,2.74222,109.513,2.1,2009,1915,999.0,1.28005184,18.61111111111111,36.0,11.38888888888889,36.0,0.5169753086419753,0.31635802469135804,0.0,0.0,115.167,113.387,1.39905,126.784,0.532626,3.39739,-2.86476,0.815827,31.5926,2.94451,-2.12868,0.3333,3.4444,3.7778,1.1852,0.7778,0.0741,11.5185,Unknown,0,4.0,75.0,128.7,215.39594999999997,0.4726986243257984,0,0
Ed Berrios,UAB,CUSA,8,7.2,70.6,10.7,33.3,34.75,1.2,10.6,13.3,33.5,1,2,0.5,1,3,0.333,2,9,0.222,0.0,1.8,16.7,-0.961838,61.518,2.4,2009,1918,999.0,1.33333333,0.6203703703703703,1.5,0.37962962962962965,1.5,0.41358024691358025,0.25308641975308643,0.0,0.0,99.2602,92.6914,1.41959,16.6604,-1.63009,-3.37974,1.74964,-3.13114,12.375,-4.13366,1.00252,0.125,1.125,1.25,1.0,0.375,0.0,1.125,Unknown,0,4.0,71.0,142.31,18.787499999999998,1.2428744977104946,0,0
Brad Cohen,La Salle,A10,5,1.0,135.7,29.8,68.2,68.18,0.0,0.0,0.0,0.0,0,0,0.0,3,4,0.75,3,7,0.429,0.0,0.0,0.0,0.574088,147.899,0.0,2009,1919,999.0,0.0,1.8611111111111112,2.0,1.1388888888888888,2.0,0.9305555555555556,0.5694444444444444,0.0,0.0,111.424,118.331,0.0716017,1.20545,0.641483,10.2076,-9.56613,15.7288,2.6,18.5009,-2.77205,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Unknown,0,4.0,73.0,0.0,0.0,0.0,0,0
T.J. Benson,Weber St.,BSky,21,7.3,85.7,11.3,42.9,42.86,1.5,6.6,12.8,23.8,0,0,0.0,3,6,0.5,2,8,0.25,0.0,2.0,0.0,-0.165243,72.9638,3.6,2009,1933,999.0,1.49973745,1.8611111111111112,3.0,1.1388888888888888,3.0,0.6203703703703703,0.3796296296296296,0.0,0.0,101.951,100.635,0.374713,13.9899,-3.67448,-2.80587,-0.868609,-5.21908,4.2381,-4.60565,-0.613425,0.0476,0.2381,0.2857,0.2857,0.1429,0.0,0.5714,Unknown,0,3.0,71.0,144.64000000000001,0.0,1.1326431289266436,0,0
Trumaine Pearson,Georgia Southern,SC,19,24.3,92.3,17.6,50.0,52.65,6.8,15.6,2.0,23.8,20,33,0.606,24,51,0.471,6,15,0.4,3.7,1.4,50.0,0.142749,87.0386,2.7,2009,1941,999.0,0.14285715,17.343787557946545,30.05611532322426,6.656212442053455,20.94388467677574,0.5770468795262127,0.3178117405045874,0.0,0.0,111.017,108.873,0.895823,51.2605,-6.1673,-4.15143,-2.01587,-3.64623,14.8421,-1.81679,-1.82945,0.9474,2.0,2.9474,0.1579,0.3684,0.5263,4.5263,Unknown,0,4.0,80.0,35.2,226.315,0.11362990739162546,0,0
Paul Gause,Seton Hall,BE,31,73.9,108.7,14.5,49.3,52.25,3.9,11.0,14.9,16.1,39,54,0.722,51,105,0.486,33,99,0.333,0.1,4.8,26.5,2.11566,104.88,4.2,2009,1944,64.2,2.05261858,31.63888888888889,52.5,19.36111111111111,52.5,0.6026455026455027,0.36878306878306877,0.0,0.0,98.9155,94.7113,3.2387,197.939,7.24063,3.93628,3.30435,4.94671,29.9355,1.06943,3.87728,1.0645,3.0,4.0645,2.5161,2.5161,0.0323,7.7419,Unknown,0,4.0,71.0,216.05,205.16035,1.0275153437693954,0,0
Rashad Chase,Georgia St.,CAA,30,64.8,85.2,16.2,44.4,46.91,7.9,20.4,5.9,24.3,53,106,0.5,52,116,0.448,0,1,0.0,1.0,2.5,90.6,-0.293575,81.0047,4.9,2009,1952,61.2,0.45831247,35.70407960199005,63.56164383561644,16.295920398009947,52.43835616438356,0.5617236661519986,0.31076337227134954,0.0,0.0,97.9077,98.7993,2.47188,151.881,-2.54276,-3.51338,0.970616,-3.64634,26.3667,-3.98446,0.338129,1.7333,4.2333,5.9667,0.7333,1.0333,0.2,5.2333,Unknown,0,4.0,79.0,95.58,474.13697999999994,0.3641750509227826,0,0
Josh Linthicum,Bucknell,Pat,16,15.1,70.8,11.4,25.9,28.94,10.8,18.5,4.2,24.7,3,5,0.6,7,27,0.259,0,0,0.0,5.5,0.9,18.5,-0.86687,61.8901,9.0,2009,1954,999.0,0.44444444,5.058604704401075,15.912061053471668,1.9413952955989244,11.087938946528332,0.31791008640564494,0.1750907274076199,0.0,0.0,97.4415,97.5041,1.11426,39.6688,-4.24196,-6.33163,2.08967,-7.61107,11.6875,-7.93873,0.327658,1.1875,2.0,3.1875,0.25,0.1875,0.625,1.0625,Unknown,0,4.0,83.0,47.88,19.65625,0.3683887378300149,0,0
Korvotney Barber,Auburn,SEC,35,74.7,100.7,23.5,54.6,53.63,13.2,22.6,6.9,18.2,82,174,0.471,183,335,0.546,0,0,0.0,5.1,1.3,51.9,2.43803,107.771,3.8,2009,1955,93.8,0.42499015,125.65089552238807,183.56164383561642,57.34910447761193,151.43835616438358,0.6845160726219649,0.378696031376361,0.0,0.0,92.1616,89.3753,3.82675,228.74,2.74831,-0.222252,2.97056,2.03676,30.0,1.40733,0.62943,3.7143,6.0,9.7143,0.9714,0.6857,1.2571,12.8,Unknown,0,4.0,79.0,162.15,664.32,0.2936045274669163,0,0
Quantez Robertson,Auburn,SEC,35,69.0,99.2,15.2,44.6,49.2,4.3,11.5,20.0,22.9,63,102,0.618,49,97,0.505,17,70,0.243,1.1,3.2,61.1,0.980628,94.5109,3.1,2009,1956,999.0,1.84996792,30.39814814814815,48.5,18.60185185185185,48.5,0.6267659411989309,0.38354333715158456,0.0,0.0,94.5716,91.7124,3.30782,192.599,4.2042,1.0556,3.1486,2.95195,27.6857,-0.179115,3.13107,1.1143,2.8286,3.9429,3.1714,1.5429,0.2571,6.0571,Unknown,0,4.0,75.0,304.0,370.08881,1.3157029142819552,0,0
Rasheem Barrett,Auburn,SEC,32,55.1,100.0,21.9,46.9,49.76,5.4,10.5,12.4,15.3,44,58,0.759,99,214,0.463,25,77,0.325,0.3,2.1,19.9,1.794,105.725,2.9,2009,1957,62.0,1.0,67.97507462686568,117.26027397260273,31.024925373134323,96.73972602739727,0.5796939775421956,0.32070511926349554,0.0,0.0,97.8732,94.2597,2.67593,133.602,1.08651,0.749477,0.337038,1.79786,24.1875,1.15955,0.638311,1.2188,2.25,3.4688,1.4375,0.875,0.0625,9.9062,Unknown,0,4.0,77.0,271.56,197.13338,0.5661841925026255,0,0
Dominique Whatley,Bethune Cookman,MEAC,3,4.1,54.5,17.3,23.5,23.53,0.0,5.1,4.6,14.8,0,0,0.0,1,4,0.25,2,13,0.154,5.4,1.3,0.0,-1.7959,51.9201,3.2,2009,1960,999.0,0.49992499,0.6866169154228856,2.191780821917808,0.3133830845771144,1.808219178082192,0.3132689676616916,0.17331034222825265,0.0,0.0,96.468,101.71,1.36338,7.6067,-8.14826,-8.11182,-0.0364432,-7.12558,16.6667,-6.28305,-0.842532,0.0,0.6667,0.6667,0.3333,0.3333,0.6667,2.6667,Unknown,0,4.0,77.0,79.58,0.0,0.26588058493728683,0,0
Terrance Woodbury,Georgia,SEC,28,66.9,94.3,24.9,45.9,50.75,4.5,11.6,10.7,21.7,78,93,0.839,87,202,0.431,47,141,0.333,0.6,1.3,27.1,2.14626,104.335,3.3,2009,1962,63.8,0.48780985,59.73567164179105,110.68493150684931,27.264328358208953,91.31506849315069,0.5396910928033103,0.2985742529476828,0.0,0.0,101.82,97.8495,3.03925,145.057,-0.975195,-0.522601,-0.452594,0.492832,30.8214,0.688968,-0.196136,1.2857,3.3214,4.6071,1.4286,0.7143,0.1786,14.0357,Unknown,0,4.0,79.0,266.42999999999995,380.36747,0.4297016184088992,0,0
Courtney Pigram,East Tennessee St.,ASun,33,86.5,96.4,28.0,45.5,48.42,2.1,7.7,22.1,18.6,89,126,0.706,130,303,0.429,76,233,0.326,0.6,2.7,23.5,2.34704,103.823,2.4,2009,1963,999.0,1.16365157,80.64814814814815,151.5,49.351851851851855,151.5,0.5323310108788657,0.32575479770199245,0.0,0.0,98.5342,101.179,3.01088,214.308,-0.51559,0.899905,-1.4155,-0.275335,34.8485,0.698342,-0.973677,0.6667,2.5455,3.2121,3.8788,1.7273,0.1818,17.4848,Unknown,0,4.0,72.0,618.8000000000001,410.8928,0.7892575265169102,0,0
Matt Brennan,Coastal Carolina,BSth,19,13.0,88.7,12.4,47.8,46.85,7.1,13.4,5.3,23.0,4,10,0.4,11,23,0.478,0,0,0.0,5.0,2.5,43.5,-0.224381,75.5579,4.2,2009,1965,999.0,0.57138979,7.949235964058833,13.554718675179569,3.050764035941167,9.445281324820431,0.5864552525619661,0.3229934536649883,0.0,0.0,101.05,102.78,0.605123,29.2303,-2.67253,-4.29572,1.62319,-2.96775,7.4737,-3.71526,0.747506,0.4737,0.8947,1.3684,0.2105,0.3158,0.3158,1.3684,Unknown,0,4.0,80.0,65.72,59.525400000000005,0.4273848883154584,0,0
Steven Sexton,Coastal Carolina,BSth,27,59.5,98.1,19.3,50.8,52.63,1.9,5.7,15.2,23.1,25,35,0.714,22,50,0.44,53,150,0.353,0.2,1.3,17.5,0.788304,93.8199,2.8,2009,1966,999.0,0.97996654,13.648148148148147,25.0,8.351851851851853,25.0,0.5459259259259259,0.33407407407407413,0.0,0.0,109.458,112.909,1.1023,92.1101,-4.54507,-0.762593,-3.78248,-3.45745,24.1111,-0.903246,-2.55421,0.4074,1.2222,1.6296,1.8148,0.5556,0.037,8.4444,Unknown,0,4.0,74.0,293.36,147.777,0.78752396248899,0,0
Sam Tully,Boston University,AE,2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.47644,-7.26804,0.0,2009,1968,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.331,118.443,0.0407231,0.251536,-5.68776,-3.61543,-2.07233,-11.495,1.5,-6.88131,-4.61368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0,4.0,74.0,0.0,0.0,0.0,0,0
Jacob Baryenbruch,Drake,MVC,32,27.1,83.6,14.9,38.5,42.43,0.7,7.2,20.9,28.2,10,13,0.769,1,4,0.25,15,57,0.263,0.0,1.6,21.3,-0.241959,77.8419,1.8,2009,1969,999.0,1.47815802,0.6203703703703703,2.0,0.37962962962962965,2.0,0.3101851851851852,0.18981481481481483,0.0,0.0,103.796,102.356,0.900447,50.3482,-4.59895,-3.11724,-1.48171,-3.59765,10.9375,-3.41621,-0.181441,0.0625,0.6562,0.7188,1.0625,0.2812,0.0,1.7812,Unknown,0,4.0,72.0,311.40999999999997,37.93956,1.4025904301724716,0,0
Tyrone Mattison,LIU Brooklyn,NEC,29,17.6,107.2,15.8,51.9,57.05,4.5,9.8,4.8,20.8,14,16,0.875,6,14,0.429,14,38,0.368,0.5,1.1,30.8,0.311919,96.6058,5.0,2009,1971,999.0,0.41662638,3.7222222222222223,7.0,2.2777777777777777,7.0,0.5317460317460317,0.3253968253968254,0.0,0.0,102.293,109.445,0.425248,34.611,-3.53411,-0.744501,-2.78961,-4.31808,7.3793,-2.15765,-2.16043,0.3103,0.6552,0.9655,0.1724,0.1379,0.0345,2.3448,Unknown,0,4.0,71.0,75.84,72.21984,0.30377824188342506,0,0
DeAndre Bray,Jacksonville St.,OVC,26,74.5,99.3,13.7,55.2,56.46,0.8,7.0,29.8,33.6,18,28,0.643,16,44,0.364,32,72,0.444,0.0,2.9,24.1,0.252164,86.7063,2.7,2009,1973,6.0,2.03273373,9.925925925925926,22.0,6.074074074074074,22.0,0.4511784511784512,0.2760942760942761,0.0,0.0,107.769,107.865,1.90228,126.953,-2.5402,-0.659903,-1.8803,-1.64578,30.0769,-1.39869,-0.247086,0.2308,1.6538,1.8846,4.7692,1.4615,0.0,5.6154,Unknown,0,4.0,66.0,408.26,135.33114,2.1750237208962853,1,0
Johnnie Bird,Connecticut,BE,9,0.9,41.6,23.4,25.0,22.35,0.0,7.5,12.9,37.9,0,1,0.0,1,3,0.333,0,1,0.0,0.0,4.5,25.0,-0.214305,41.5104,3.1,2009,1979,999.0,0.5,0.6203703703703703,1.5,0.37962962962962965,1.5,0.41358024691358025,0.25308641975308643,0.0,0.0,90.9907,91.9356,0.172076,2.65024,-7.84717,-10.3603,2.51311,-14.0477,1.4444,-13.9933,-0.0544357,0.0,0.1111,0.1111,0.1111,0.1111,0.0,0.2222,Unknown,0,4.0,72.0,301.86,5.555000000000001,0.5512584932267852,0,0
Mike Copeland,North Carolina,ACC,17,2.8,88.9,19.8,25.0,35.37,10.2,21.2,3.5,12.7,5,5,1.0,4,14,0.286,0,2,0.0,0.0,0.0,31.3,0.0801032,93.6107,7.6,2009,1980,999.0,0.5,2.7464676616915424,7.671232876712328,1.2535323383084576,6.328767123287672,0.3580216773276475,0.19806896254657444,0.0,0.0,97.3318,89.6876,0.313592,8.20361,-5.88016,-2.98785,-2.89231,-7.93905,2.4706,-5.78906,-2.15,0.2353,0.5294,0.7647,0.0588,0.0,0.0,0.7647,Unknown,0,4.0,79.0,69.3,23.93511,0.1767587495581031,0,0
Benson Egemonye,Niagara,MAAC,35,65.2,114.5,21.9,55.9,61.04,12.5,15.3,1.6,17.3,157,225,0.698,143,256,0.559,0,0,0.0,5.8,1.5,87.9,3.05328,117.981,4.6,2009,1983,999.0,0.11290505,103.34006753276483,150.86991221069434,39.65993246723517,105.13008778930566,0.6849614082657339,0.3772462603352793,0.0,0.0,94.7032,96.281,2.71566,185.425,0.811079,0.338556,0.472523,2.64338,26.2857,2.22471,0.418672,3.2,3.8857,7.0857,0.2,0.6857,1.6,12.6571,Unknown,0,4.0,82.0,35.04,1112.55909,0.07305602483904845,0,0
Rocco Rubino,St. Francis NY,NEC,30,49.7,103.8,15.7,52.2,54.34,4.2,7.1,12.0,18.6,28,43,0.651,20,53,0.377,34,83,0.41,0.0,1.5,31.6,0.700539,94.4283,1.9,2009,1984,999.0,1.13329995,12.407407407407407,26.5,7.5925925925925934,26.5,0.46820405310971347,0.286512928022362,0.0,0.0,107.778,112.684,0.936396,85.3228,-2.98813,-0.183238,-2.8049,-1.90943,20.0333,0.0967744,-2.0062,0.7333,1.2333,1.9667,1.1333,0.5,0.0,5.6667,Unknown,0,2.0,75.0,188.39999999999998,179.06772,0.7642825297751736,0,0
Jason Francis,Rhode Island,A10,22,9.8,79.9,15.8,60.0,56.62,9.4,14.6,2.4,39.6,1,5,0.2,15,25,0.6,0,0,0.0,0.0,0.4,20.0,-0.186858,75.5704,5.3,2009,1989,999.0,0.13332355,10.83986722371659,14.73338986432562,4.16013277628341,10.26661013567438,0.735734771395921,0.405209969143349,0.0,0.0,105.973,104.653,0.464418,20.807,-6.71561,-4.06891,-2.64669,-6.7526,6.2273,-4.45764,-2.29496,0.5,0.7727,1.2727,0.0909,0.0455,0.0,1.4091,Unknown,0,4.0,81.0,37.92,28.182000000000002,0.15188912094171253,0,0
Loren Leath,Sacramento St.,BSky,28,66.6,97.1,30.6,51.0,54.69,1.6,12.9,9.4,17.2,78,100,0.78,88,189,0.466,61,163,0.374,0.3,2.3,28.4,2.26938,107.957,3.6,2009,2010,999.0,0.33845957,54.59259259259259,94.5,33.40740740740741,94.5,0.5776993925142073,0.35351753870272395,0.0,0.0,112.575,112.162,1.35118,127.127,-2.90702,0.770127,-3.67715,0.575176,27.6071,2.80133,-2.22616,0.3571,2.75,3.1071,0.7857,1.0,0.0714,15.6071,Unknown,0,4.0,74.0,287.64000000000004,443.24164,0.3071795039377798,0,0
Brennan Votel,Penn,Ivy,28,50.8,87.9,22.2,50.3,51.08,7.4,15.1,10.0,23.9,21,37,0.568,85,162,0.525,6,25,0.24,2.2,1.1,19.8,0.369199,89.5076,5.7,2009,2011,35.8,0.44230251,58.36243781094527,88.76712328767123,26.637562189054723,73.23287671232877,0.6574780802776243,0.36373775529386354,0.0,0.0,101.732,104.827,1.51039,100.558,-4.68917,-3.72657,-0.962599,-4.82749,20.3929,-3.52218,-1.30531,1.3214,2.6071,3.9286,0.8214,0.3929,0.4286,7.4643,Unknown,0,4.0,79.0,222.0,147.79314,0.4504301608035674,0,0
Gerald Henderson,Duke,ACC,37,74.1,110.6,27.2,49.4,54.24,4.7,14.4,18.0,15.4,143,188,0.761,172,351,0.49,41,122,0.336,2.4,2.4,39.7,4.38494,126.916,2.3,2009,2016,97.2,1.13749889,118.09810945273632,192.32876712328766,53.901890547263676,158.67123287671234,0.6140428767841704,0.339708021233726,0.0,0.0,94.2551,88.4646,3.88664,216.74,6.55578,4.30157,2.25421,8.56934,29.7297,6.30326,2.26608,1.2432,3.7027,4.9459,2.4595,1.2432,0.7568,16.4865,Unknown,1,3.0,77.0,489.59999999999997,654.51405,0.661740377192015,0,0
Jim Griffin,Samford,SC,30,45.4,104.7,13.6,43.4,51.28,4.7,12.1,20.4,22.3,31,44,0.705,25,47,0.532,1,14,0.071,0.7,2.7,72.1,0.430591,91.0976,4.4,2009,2019,999.0,2.12012485,17.16542288557214,25.753424657534246,7.8345771144278595,21.246575342465754,0.666529718429131,0.3687454089962822,0.0,0.0,102.511,104.511,1.37148,92.6644,-1.62484,-1.6045,-0.0203412,-2.41304,18.1667,-2.99956,0.586527,0.6,1.7333,2.3333,1.7667,0.7333,0.1,2.8,Unknown,0,3.0,79.0,277.44,201.87999999999997,1.4998897139916183,0,0
Tom Taylor,Idaho St.,BSky,9,2.4,73.6,10.0,50.0,50.85,4.3,16.1,5.9,41.0,1,2,0.5,1,2,0.5,0,0,0.0,0.0,2.1,100.0,-0.24939,62.8218,1.3,2009,2024,999.0,0.5,0.7226578149144394,1.1786711891460495,0.27734218508556063,0.8213288108539505,0.6131123094966009,0.33767497428612414,0.0,0.0,105.437,103.162,0.268697,5.17464,-4.24704,-4.30555,0.05851,-2.94196,3.4444,-2.35381,-0.588151,0.1111,0.4444,0.5556,0.1111,0.1111,0.0,0.3333,Unknown,0,2.0,83.0,59.0,33.33,0.5899410058994101,0,0
Josh Tabb,Tennessee,SEC,33,41.5,104.9,11.9,58.8,57.48,3.6,8.0,15.8,27.3,13,28,0.464,29,52,0.558,14,33,0.424,0.8,2.4,32.9,0.772239,97.2915,3.9,2009,2036,29.8,1.69700003,19.91189054726368,28.493150684931507,9.088109452736317,23.506849315068493,0.6988307740145426,0.3866153788168713,0.0,0.0,103.034,97.0132,1.73449,100.552,3.34918,1.96548,1.3837,2.38491,17.1515,0.0900679,2.29485,0.5758,1.2121,1.7879,1.697,0.7273,0.1212,3.4242,Unknown,0,3.0,76.0,188.02,112.65617999999999,1.3276195277707756,0,0
Brandon Bush,Texas St.,Slnd,26,74.5,106.0,24.6,54.4,58.05,6.3,20.9,13.8,20.2,106,154,0.688,133,235,0.566,15,51,0.294,0.7,1.4,53.8,2.70397,110.4,4.0,2009,2043,999.0,0.70269131,91.32004975124379,128.76712328767124,41.679950248756214,106.23287671232877,0.7091876204085953,0.3923451151720443,0.0,0.0,102.473,103.763,2.32843,158.949,0.648638,1.09461,-0.445969,2.22533,29.9615,2.88816,-0.662837,1.8462,5.3846,7.2308,2.0,0.7692,0.1923,16.0385,Unknown,0,4.0,79.0,339.48,862.8712999999999,0.5609528067964716,0,0
Keith Wilkinson,USC,P10,31,40.8,94.6,10.9,41.1,44.06,5.6,10.5,9.2,21.3,18,32,0.563,19,45,0.422,9,34,0.265,0.8,0.7,40.5,0.0621701,85.2407,3.6,2009,2044,15.0,1.36353392,13.730498483374348,26.520101755786115,5.2695015166256525,18.479898244213885,0.5177392835749074,0.2851477560638382,0.0,0.0,102.205,94.1543,2.05033,82.4303,1.64724,0.521889,1.12535,1.00675,18.5484,-0.969876,1.97662,0.8065,1.6774,2.4839,0.9677,0.2258,0.129,2.6774,Unknown,0,4.0,82.0,100.28,108.4347,0.8439592697917622,1,0
Chris Hayes,Detroit,Horz,26,38.9,76.2,25.2,39.6,42.63,7.6,21.1,10.0,26.0,37,71,0.521,44,108,0.407,6,26,0.231,4.6,2.3,53.0,-0.157932,81.6421,6.1,2009,2048,999.0,0.37498647,30.211144278606966,59.17808219178082,13.788855721393034,48.82191780821918,0.5105123917449789,0.28243166881641174,0.0,0.0,96.3453,95.6541,1.84194,94.1147,-3.12744,-5.54373,2.41629,-3.97939,17.4231,-4.77062,0.791239,1.0385,2.8077,3.8462,0.6923,0.6538,0.6538,5.5,Unknown,0,4.0,76.0,252.0,291.5,0.396809650410698,0,0
